World Rank,National Rank,Name,Image URLs,Affiliation,Country,D-Index,Citations,Publications
1042,138,Qinghua Hu,https://s.research.com/images/ffcb80decbaee10846376d2e3258e993dd4a08bc-65x65.jpeg,Tianjin University,China,78,29054,407
1043,579,Michael Kearns,https://s.research.com/images/0fbcc04416939d561c4bc697f5e622afbd329f34-65x65.jpeg,University of Pennsylvania,United States,78,28579,226
1044,580,John Stasko,https://s.research.com/images/80450c976e13e4a257709f7d9505ad67d4dc3651-65x65.jpeg,Georgia Institute of Technology,United States,78,27471,308
1045,58,Mihaela van der Schaar,https://s.research.com/images/9045a522f5380b3a4cc27b1f047021b698913b8b-65x65.jpeg,University of Cambridge,United Kingdom,78,27104,905
1046,581,Chenyang Lu,https://s.research.com/images/510ce53760326f3db48ada4d1b550e864fd8e9ab-65x65.jpeg,Washington University in St. Louis,United States,78,27000,318
1047,4,Guoying Zhao,https://s.research.com/images/130857f96937a17dedf87e7047f9619b1804e93a-65x65.jpeg,University of Oulu,Finland,78,26895,323
1048,582,Marta Karczewicz,https://s.research.com/images/d7891f1eaacd699ffd8262c2c5e3a4b0ddc1288f-65x65.png,Qualcomm (United States),United States,78,26826,1238
1049,583,Michael D. Ernst,https://s.research.com/images/36b73d53b012affc8e972457268673701356e9a2-65x65.jpeg,University of Washington,United States,78,26714,229
1050,43,Albrecht Schmidt,https://s.research.com/images/921f620a3217eecc08a19c38450c2fb83118e029-65x65.jpeg,Ludwig-Maximilians-Universität München,Germany,78,26673,626
1051,584,Blake Hannaford,https://s.research.com/images/b11e8dda476f7f5acbae9f01752f109e4c5488a6-65x65.jpeg,University of Washington,United States,78,25986,377
1052,585,Cyrus Shahabi,https://s.research.com/images/6e6630a379f84b71284dfb518aba9fab36615c7b-65x65.jpeg,University of Southern California,United States,78,25792,553
1053,586,Ninghui Li,https://s.research.com/images/e704b5b59cbb95db5d1456be65a084abaf0fd5c3-65x65.jpeg,Purdue University West Lafayette,United States,78,25723,297
1054,587,Warren B. Powell,https://s.research.com/images/830994b13de4dc3abc145ed6c7c9f737b44e9b18-65x65.jpeg,Princeton University,United States,78,25201,355
1055,12,Jean-Jacques Quisquater,https://s.research.com/images/d4860bd36137af95d2550dce0dd5a8e871aec711-65x65.jpeg,Université Catholique de Louvain,Belgium,78,24717,382
1056,44,Leif Kobbelt,https://s.research.com/images/540ad1eea7b08b056116866aa77e9b141adf1ba0-65x65.jpeg,RWTH Aachen University,Germany,78,24666,330
1057,588,Keqin Li,https://s.research.com/images/59598c0c2b177edf0b8616885e0ba9f766f6921d-65x65.jpeg,State University of New York at New Paltz,United States,78,24525,774
1058,589,Philip A. Chou,https://s.research.com/images/de890d881dfcd293bf5c134cf9d9591ea3242322-65x65.png,Google (United States),United States,78,24246,310
1059,7,Andreas Holzinger,https://s.research.com/images/af6784a4bcd5301a4d55fac763c03d3a9613eb63-65x65.jpeg,University of Natural Resources and Life Sciences,Austria,78,24237,558
1060,27,Gerhard Tröster,https://s.research.com/images/2d5d5da2ce5dd03facd95fed1fc5ee1e3b465f80-65x65.jpeg,ETH Zurich,Switzerland,78,24149,430
1061,590,Junsong Yuan,https://s.research.com/images/077e72013004649f9f12fca4da0fd2b1ec50a051-65x65.jpeg,"University at Buffalo, State University of New York",United States,78,24103,445
1062,18,Yew-Soon Ong,https://s.research.com/images/1b9726bd9ddc4b8fd569ce64a11dd2fa06c26429-65x65.png,Nanyang Technological University,Singapore,78,23902,467
1063,59,Cecilia Mascolo,https://s.research.com/images/a0d5c9ef7a3fa636d63de2141d2b1a6eaae3f2b5-65x65.jpeg,University of Cambridge,United Kingdom,78,23761,335
1064,139,Song Guo,https://s.research.com/images/9d4dac14e614eb24a2d7b2a3dda9f7f00b7c7472-65x65.jpeg,Hong Kong University of Science and Technology,China,78,23203,627
1065,591,David C. Yen,https://s.research.com/images/64f08e450e9e3f17443060a5b671aed1addef0e2-65x65.jpeg,Texas Southern University,United States,78,23119,342
1066,22,Mamoun Alazab,https://s.research.com/images/a07e9cf2ed84229aa614425bcb3efafd8b22d02f-65x65.jpeg,Charles Darwin University,Australia,78,22757,376
1067,60,Mark S. Nixon,https://s.research.com/images/5bfaf3098436721d843fb9ac0c1d2efa7b15a1b8-65x65.jpeg,University of Southampton,United Kingdom,78,22730,517
1068,3,Brij B. Gupta,https://s.research.com/images/4678c4edfa528739cb85e3f3f1263990bf7a8fcd-65x65.jpeg,Asia University Taiwan,Taiwan,78,22686,433
1069,592,Norman I. Badler,https://s.research.com/images/d8daa95a14051af72a5de7794fc44a5d19a00d56-65x65.jpeg,University of Pennsylvania,United States,78,22665,380
1070,140,Jiming Chen,https://s.research.com/images/62ca36f3cc7c24986a96af268a5b0cad29ae36f5-65x65.jpeg,Zhejiang University,China,78,22389,454
1071,10,Bijaya Ketan Panigrahi,https://s.research.com/images/00ddfa8bfa466db5f4634b56e55b63985964f9d6-65x65.jpeg,Indian Institute of Technology Delhi,India,78,22327,671
1072,45,Gerhard Fischer,https://s.research.com/images/8fb0ea915055babbfdbdf91cc93072d54f1cab57-65x65.jpeg,University of Bremen,Germany,78,22323,280
1073,46,Anja Feldmann,https://s.research.com/images/c0157df88114f9601403ae4a9cc1e8eb72ed17f8-65x65.jpeg,Max Planck Society,Germany,78,22299,302
1074,593,Amr El Abbadi,https://s.research.com/images/0927c91a6c76ed030a969f30ab0e4bc3da8baaba-65x65.jpeg,"University of California, Santa Barbara",United States,78,22106,452
1075,18,Amnon Shashua,https://s.research.com/images/6494406560228443ca73b71e48d668dac902401f-65x65.png,Hebrew University of Jerusalem,Israel,78,21742,223
1076,61,Tom Rodden,https://s.research.com/images/224237b10cffaff6beece4a0fbf141257e636910-65x65.jpeg,University of Nottingham,United Kingdom,78,21736,347
1077,594,Subhash Suri,https://s.research.com/images/1b1791ebacd0404ac238c926ca71cb2ae74e4b39-65x65.jpeg,"University of California, Santa Barbara",United States,78,21386,335
1078,19,Yuval Ishai,https://s.research.com/images/6ae3d08fe2843f3a54992aef1d753b9a978a028d-65x65.jpeg,Technion – Israel Institute of Technology,Israel,78,20188,273
1079,12,Andrea De Lucia,https://s.research.com/images/d5d9e81f5346c5bcf97c5e2b00b8a47d73604543-65x65.jpeg,University of Salerno,Italy,78,19253,342
1080,62,Nando de Freitas,https://s.research.com/images/04be952e19564c608ffe5588de8a2bfef937b3fd-65x65.jpeg,DeepMind (United Kingdom),United Kingdom,77,59995,202
1081,595,Marc Levoy,https://s.research.com/images/333b61acaa992ba31db78d76d3f765e9fee4f04d-65x65.jpeg,Google (United States),United States,77,56021,146
1082,28,Gunnar Rätsch,https://s.research.com/images/9d5f36ebc97abbd664efec713de4171402b2b651-65x65.jpeg,ETH Zurich,Switzerland,77,55531,252
1083,596,Larry L. Peterson,https://s.research.com/images/cdeec371bd7d21ff112baca615c45668fe774778-65x65.gif,Princeton University,United States,77,47037,211
1084,597,Milan Sonka,https://s.research.com/images/16d5f25d5efcd409bd417b2e34e557e6df88734d-65x65.jpeg,University of Iowa,United States,77,46160,505
1085,598,Rahul Sukthankar,https://s.research.com/images/0d02c5b45d40181dec70621b0fc5408498670910-65x65.jpeg,Google (United States),United States,77,41564,227
1086,141,Weiming Hu,https://s.research.com/images/7ffc71c239cc8e79e24d2eaa82d7d0cb0683b8e5-65x65.jpeg,Chinese Academy of Sciences,China,77,38986,381
1087,63,Satinder Singh,https://s.research.com/images/5179890a414b9c254dd1677752e2a3320ce2e725-65x65.jpeg,DeepMind (United Kingdom),United Kingdom,77,38278,342
1088,599,Zhiyong Lu,https://s.research.com/images/397a04a4b168494b42f48015dc3a9f4e523ff2f3-65x65.jpeg,National Institutes of Health,United States,77,37143,275
1089,600,Ben Y. Zhao,https://s.research.com/images/ece4fe22392ca4297e3323d4a9fa32ff81e37124-65x65.jpeg,University of Chicago,United States,77,36755,245
1090,601,Yoav Shoham,https://s.research.com/images/76727daad9f4184d68295a2355a19a4aeee9f5d0-65x65.jpeg,Stanford University,United States,77,36155,300
1091,35,Raouf Boutaba,https://s.research.com/images/10bea5dc45db666d1b0108e0f9e1b42f7f380875-65x65.jpeg,University of Waterloo,Canada,77,35042,633
1092,13,Marco Conti,https://s.research.com/images/95a0049352cd460a202f44b7430b16263ac7c228-65x65.jpeg,National Research Council (CNR),Italy,77,34571,391
1093,602,Bart Selman,https://s.research.com/images/bea2dd1e9f9b6d30aad3619d2377d53a5d8227de-65x65.png,Cornell University,United States,77,34212,263
1094,603,Frank Dellaert,https://s.research.com/images/125d0a08f6dd56a7c312b85ff28f9d87a946e2e6-65x65.jpeg,Georgia Institute of Technology,United States,77,34108,289
1095,604,Peng Ning,https://s.research.com/images/af88026d2f6411c1b32ef5c0f8b89192fec3f7ce-65x65.jpeg,Google (United States),United States,77,33869,238
1096,605,Anthony Ephremides,https://s.research.com/images/fb8b6bbb191d497fb11d2c4c9798532271b225f4-65x65.jpeg,"University of Maryland, College Park",United States,77,33219,612
1097,64,Salvatore Greco,https://s.research.com/images/0733356600f80b15b314934b734cd9b679c4a62b-65x65.jpeg,University of Portsmouth,United Kingdom,77,33001,353
1098,606,Richard M. Leahy,https://s.research.com/images/c07f0492893c9cf3a7b06127ee5db241a197b488-65x65.jpeg,University of Southern California,United States,77,32938,399
1099,607,Geoffrey C. Fox,https://s.research.com/images/d971fd84037c3e88b31a895ab616cf4ac5e98ef5-65x65.jpeg,University of Virginia,United States,77,32876,886
1100,29,Touradj Ebrahimi,https://s.research.com/images/101d51bc1e7669c15387680596d8495bd3bdc5e6-65x65.jpeg,École Polytechnique Fédérale de Lausanne,Switzerland,77,32577,638
1101,608,Bamshad Mobasher,https://s.research.com/images/81f524f519d6ffabcd44f6c089effbe974ba59fb-65x65.jpeg,DePaul University,United States,77,31832,277
1102,609,Abraham Silberschatz,https://s.research.com/images/86389e74d657eba0e688f69f346996d8f3b0a2e1-65x65.jpeg,Yale University,United States,77,31673,296
1103,12,Rachid Deriche,https://s.research.com/images/e4ff0e79b76459053e23341856e5c5d4d455befd-65x65.jpeg,French Institute for Research in Computer Science and Automation - INRIA,France,77,31004,401
1104,47,Joachim Weickert,https://s.research.com/images/3eb43c32474d9f4951ec37ac3acafd7bbd3642fb-65x65.jpeg,Saarland University,Germany,77,30994,385
1105,65,Jun Wang,https://s.research.com/images/69cd46cf50662b9624d76501e159a371ab72f506-65x65.jpeg,University College London,United Kingdom,77,30859,411
1106,610,David Salesin,https://s.research.com/images/1c44ff1336c73c7c3ed518d9d6dc83a36c455018-65x65.jpeg,Google (United States),United States,77,30399,147
1107,611,Alan R. Dennis,https://s.research.com/images/8f2c0c4c6aa62ad3c97724138e3cb2fd59bd52fb-65x65.jpeg,Indiana University,United States,77,30315,282
1108,612,Joseph S. Valacich,https://s.research.com/images/2004ec57b24fd20bf159f4abe31afcf6bf38bd01-65x65.jpeg,University of Arizona,United States,77,29319,254
1109,613,Howie Choset,https://s.research.com/images/eb94cb4f85dda4a30e4be521f6976d2c0c74d338-65x65.jpeg,Carnegie Mellon University,United States,77,28935,500
1110,8,Wolfgang Maass,https://s.research.com/images/3107261d8f7f59085aafdf0cda5ade34df78406a-65x65.jpeg,Graz University of Technology,Austria,77,28817,328
1111,614,Peyman Milanfar,https://s.research.com/images/0ff68e19d55f1bdab7f4d4cfb5390f3b5d910411-65x65.jpeg,Google (United States),United States,77,28007,276
1112,142,Yunhong Wang,https://s.research.com/images/d43d2fcaff073b88811f29793c2197692bec9813-65x65.jpeg,Beihang University,China,77,27923,517
1113,615,Tulay Adali,https://s.research.com/images/dcfbb11b89fe89a0a149ba36ce322af2a803330a-65x65.jpeg,"University of Maryland, Baltimore County",United States,77,27739,492
1114,616,Christopher G. Chute,https://s.research.com/images/58e6df575da929a31a27dd02314694253f3a14d4-65x65.jpeg,Johns Hopkins University,United States,77,27571,416
1115,3,Dong In Kim,https://s.research.com/images/c600d284758d077b4f1e979b60c45f1aed1494bf-65x65.jpeg,Sungkyunkwan University,South Korea,77,26898,520
1116,143,Haizhou Li,https://s.research.com/images/3c532c020ddf406e880e306827b66190fbbe00bf-65x65.jpeg,"Chinese University of Hong Kong, Shenzhen",China,77,26525,915
1117,617,Alejandro Acero,https://s.research.com/images/78a70d25e5598b635bc99d62a54f1175d6e58e21-65x65.jpeg,Apple (United States),United States,77,26342,436
1118,48,Xiao Xiang Zhu,https://s.research.com/images/56c96cce14f04993ef46f5e98e85d481b8cc975e-65x65.jpeg,Technical University of Munich,Germany,77,25886,510
1119,13,Eitan Altman,https://s.research.com/images/3ccd87bf6f9b7c730d27f27b990e175d197f6051-65x65.jpeg,French Institute for Research in Computer Science and Automation - INRIA,France,77,25798,793
1120,3,Jan Bosch,https://s.research.com/images/c7c965ebfe93cae63a448aba7b44b5264427e199-65x65.jpeg,Chalmers University of Technology,Sweden,77,25618,497
1121,618,Tsuhan Chen,https://s.research.com/images/17ab9d7b33215cbb5c6e40a0c2956d2222efd70a-65x65.jpeg,Cornell University,United States,77,25481,448
1122,66,Niloy J. Mitra,https://s.research.com/images/798575c64852f091b7035f2d909afac196214d75-65x65.jpeg,University College London,United Kingdom,77,25460,294
1123,144,Jiannong Cao,https://s.research.com/images/fa83a17871fb5395c5271a396fa1d4a8369a2299-65x65.jpeg,Hong Kong Polytechnic University,China,77,25262,1052
1124,145,Rongrong Ji,https://s.research.com/images/263d3de2505b06e9d57e136aa08dfcaa3a18501a-65x65.jpeg,Xiamen University,China,77,25093,464
1125,30,Henning Müller,https://s.research.com/images/ada42a69d46bac7b5a97a5d12ba34ef4f20e2685-65x65.jpeg,University of Applied Sciences and Arts Western Switzerland,Switzerland,77,24966,580
1126,619,Samee U. Khan,https://s.research.com/images/b18f15b51e7a6be52a30251deb38253b5798eb0b-65x65.jpeg,Mississippi State University,United States,77,24815,446
1127,620,Cláudio T. Silva,https://s.research.com/images/8c5c8f20487bde152df1fa9e9990b3153389acfa-65x65.jpeg,New York University,United States,77,24732,393
1128,31,Aude Billard,https://s.research.com/images/5f6b28272be38898a66698f8bb2c396f10258189-65x65.jpeg,École Polytechnique Fédérale de Lausanne,Switzerland,77,24663,457
1129,13,Luc De Raedt,https://s.research.com/images/f90e5d8db435ef48df91fa4ce8ed4cc02de43566-65x65.jpeg,KU Leuven,Belgium,77,24625,641
1130,23,Yonghui Li,https://s.research.com/images/004f8ccdec2496d9a53db36991fe12b4cf9ebf98-65x65.jpeg,University of Sydney,Australia,77,24534,644
1131,67,Steve Benford,https://s.research.com/images/5fc32805d8a4287d6a1d8cc3e55d4ed9777e36af-65x65.jpeg,University of Nottingham,United Kingdom,77,24102,442
1132,621,Yu Wang,https://s.research.com/images/ffaf4175745af15356af838647bb4ae162f35b79-65x65.jpeg,Temple University,United States,77,24049,1010
1133,146,Yu-Gang Jiang,https://s.research.com/images/80286f0670971a37be51f64c12300fdcb9541e55-65x65.jpeg,Fudan University,China,77,23809,315
1134,24,Justin Zobel,https://s.research.com/images/646f8ffa8adf7372f43f51422c0cb4b0f217b696-65x65.jpeg,University of Melbourne,Australia,77,23650,329
1135,622,Parthasarathy Ranganathan,https://s.research.com/images/4528aa69c2c591c5a1bfefa305f6068b42535a1b-65x65.jpeg,Google (United States),United States,77,23188,257
1136,623,Stephane H. Maes,https://s.research.com/images/7035675c35861ea5629b04b53b36fd3aa9c39b03-65x65.jpeg,Hewlett-Packard (United States),United States,77,22992,265
1137,9,Hans L. Bodlaender,https://s.research.com/images/c5748c6ac8a8e09da9783edfac68779747e35d56-65x65.jpeg,Utrecht University,Netherlands,77,22892,378
1138,624,Eytan Modiano,https://s.research.com/images/3afd895cb7755808a3deac848c2a1aa9cc060497-65x65.png,MIT,United States,77,22604,395
1139,14,Marc Moonen,https://s.research.com/images/d2f5d617d3e38c02ef6239d2c31b93e988e91bcf-65x65.jpeg,KU Leuven,Belgium,77,22407,852
1140,625,Haixun Wang,https://s.research.com/images/9aa9b58043a32747105d003e9771ae64c54778b3-65x65.jpeg,Instacart,United States,77,22331,301
1141,626,Laurie Williams,https://s.research.com/images/de55b48c3b40927befe6c9f27d543e28784fe680-65x65.jpeg,North Carolina State University,United States,77,21881,401
1142,627,Meredith Ringel Morris,https://s.research.com/images/a679d2d1d96b3c7d10032dc5ecb5436cc198cf33-65x65.jpeg,Google (United States),United States,77,21734,246
1143,147,Yuan Yuan,https://s.research.com/website/15633335635/images/placeholder-scholar.svg,Huawei Technologies (China),China,77,21524,443
1144,148,Zhiwu Li,https://s.research.com/images/750c01bdd7d2620817a91e505ec673e2a4a20b45-65x65.jpeg,Macau University of Science and Technology,China,77,21394,668
1145,36,Laks V. S. Lakshmanan,https://s.research.com/images/0b53eecb94d0a2ed62eebf24efe385decaf205ba-65x65.jpeg,University of British Columbia,Canada,77,20946,288
1146,628,Vimla L. Patel,https://s.research.com/images/51123b4cea5e9f41360671a9488eff048d14c3f4-65x65.jpeg,New York Academy of Medicine,United States,77,20095,295
1147,629,Larry Matthies,https://s.research.com/website/15633335635/images/placeholder-scholar.svg,Jet Propulsion Lab,United States,77,19948,280
1148,630,Zhi-Li Zhang,https://s.research.com/images/5ba29e0b79bc494dc68f21c2b2347b6f548d6ca4-65x65.jpeg,University of Minnesota,United States,77,19730,491
1149,68,Stephen J. Roberts,https://s.research.com/images/b8b82d1c11d4572343924cdae96bf985bad28850-65x65.jpeg,University of Oxford,United Kingdom,77,19048,418
1150,631,Shumin Zhai,https://s.research.com/images/2e66bff79507d15e58af409485f5f701b9c1b09e-65x65.jpeg,Google (United States),United States,77,19019,212
1151,49,Shmuel Shaffer,https://s.research.com/images/595600e2b14485f69ff5f71a07d857147d0697e8-65x65.jpeg,Siemens (Germany),Germany,77,18957,443
1152,632,Rajiv Gupta,https://s.research.com/images/b2b854d9d37cff81a0b84fb943d896842c7a128a-65x65.jpeg,"University of California, Riverside",United States,77,17973,463
1153,25,Mandyam V. Srinivasan,https://s.research.com/images/7893719195c8760d5cc623aeec28d09d40230ce1-65x65.png,University of Queensland,Australia,77,17777,273
1154,633,Desney S. Tan,https://s.research.com/images/a656c419cde80f980123b2f78440c4ffdcccf574-65x65.jpeg,Microsoft (United States),United States,77,17750,215
1155,634,Demis Hassabis,https://s.research.com/images/3b431795e1dffeece4cf6fd7a3b6fa21075fbfeb-65x65.jpeg,Google (United States),United States,76,142889,124
1156,14,Isabelle Guyon,https://s.research.com/images/158ea19833ff63b0126622d360cf0f64b1ad0c88-65x65.gif,University of Paris-Saclay,France,76,77431,295
1157,19,Guang-Bin Huang,https://s.research.com/images/05b83f163508e9904d20b00c494d3df7fe6e8263-65x65.jpeg,Nanyang Technological University,Singapore,76,63286,236
1158,635,Aude Oliva,https://s.research.com/images/e57013cf3631079d91473b138c8c9b6073643bb3-65x65.jpeg,MIT,United States,76,62684,287
1159,37,Zhou Wang,https://s.research.com/images/6ef3a6e25e22ca458eb4bb6cf0c94148e1b1bf27-65x65.jpeg,University of Waterloo,Canada,76,51697,276
1160,636,Jamie Shotton,https://s.research.com/images/36a9fc683b493b2bc59963816ca5d0eb537f4489-65x65.jpeg,Microsoft (United States),United States,76,49759,177
1161,149,Xiaodong He,https://s.research.com/website/15633335635/images/placeholder-scholar.svg,Chinese Academy of Sciences,China,76,44375,282
1162,637,Zhuowen Tu,https://s.research.com/images/ce125500fbb9bdf32624b3413aeba703e0b45dc0-65x65.jpeg,"University of California, San Diego",United States,76,44022,250
1163,638,Tara N. Sainath,https://s.research.com/images/ec816c508d5b621ca3c743d67e31d99cfd8bf7c8-65x65.png,Google (United States),United States,76,42569,288
1164,639,Sanjeev Arora,https://s.research.com/images/141766137df6d91b44e78c4db90660cf8ccfe47f-65x65.jpeg,Princeton University,United States,76,36217,225
1165,10,Frank van Harmelen,https://s.research.com/images/92bda06cf19243e142d05ede795cb3a30eb3fa2e-65x65.jpeg,Vrije Universiteit Amsterdam,Netherlands,76,34941,365
1166,640,Guido Gerig,https://s.research.com/images/97e267a04bf13fd72fb3c377b527d7b83fa4332e-65x65.jpeg,New York University,United States,76,33967,316
1167,641,Mary Beth Rosson,https://s.research.com/images/ad0d5b100269a4b5e2508be0f72d9622d65b26b3-65x65.jpeg,Pennsylvania State University,United States,76,32037,405
1168,642,Nikil Dutt,https://s.research.com/images/1c377de72f961ff4ad21fe041b336ed277ae3fe9-65x65.jpeg,"University of California, Irvine",United States,76,31709,718
1169,643,Peter D. Karp,https://s.research.com/images/86f59f828913d6fbc397c159548b9766d5bba75d-65x65.jpeg,SRI International,United States,76,31437,209
1170,150,Wenyu Liu,https://s.research.com/images/67c3cb6497c60fc5c6d0acd941e314a0785ead42-65x65.jpeg,Huazhong University of Science and Technology,China,76,31138,354
1171,32,Jean-Philippe Thiran,https://s.research.com/images/b9bd68fc5d01cb150a7857fa78170e3ad0e52936-65x65.jpeg,École Polytechnique Fédérale de Lausanne,Switzerland,76,30201,712
1172,69,Alan Burns,https://s.research.com/images/cea86adf69b6829dc47e972dd6cc1898be97ed0d-65x65.jpeg,University of York,United Kingdom,76,30122,459
1173,15,Nigel P. Smart,https://s.research.com/images/d33f8105bdd4fbf8b6e7066e14df987da6b74999-65x65.jpeg,KU Leuven,Belgium,76,30014,332
1174,644,Henry M. Levy,https://s.research.com/images/9ef44f317c6783364876326166b27dfb56dfc7e3-65x65.jpeg,University of Washington,United States,76,29512,204
1175,645,Zhe Lin,https://s.research.com/images/35ca6b8b4547a949bfcee71fec4fadddd6b59174-65x65.jpeg,Adobe Systems (United States),United States,76,29120,337
1176,646,Julia Hirschberg,https://s.research.com/images/4bc88ad0be9b7b95f2f8ef091024fb0343944f3a-65x65.png,Columbia University,United States,76,27830,322
1177,70,Rajiv Ranjan,https://s.research.com/images/146e39cd91e597147d5191518efbe13e9bf7d7d2-65x65.jpeg,Newcastle University,United Kingdom,76,27308,376
1178,2,Dimitrios Gunopulos,https://s.research.com/images/aa5cad2976d58bbcebe26f3ca1b99ceaa109823e-65x65.jpeg,National and Kapodistrian University of Athens,Greece,76,27046,352
1179,647,Saman Amarasinghe,https://s.research.com/images/e74ee3a76c507abdf6ab926d41715056cfa97554-65x65.jpeg,MIT,United States,76,27021,251
1180,20,Sarit Kraus,https://s.research.com/images/d03c5e6c056fb8cdab2cdc187c139601da69d40a-65x65.jpeg,Bar-Ilan University,Israel,76,26991,513
1181,15,Hervé Delingette,https://s.research.com/images/1988c36f17e5db6d7e87c823367ffc02d90d9e68-65x65.jpeg,French Institute for Research in Computer Science and Automation - INRIA,France,76,26786,342
1182,151,S. Joe Qin,https://s.research.com/images/043fab657a47782c82ea4915349d4d2f6d3526da-65x65.jpeg,Lingnan University,China,76,26719,239
1183,26,Branka Vucetic,https://s.research.com/images/eeb00ef114e92e8d4860f7cb5dc6dac6b67b93c8-65x65.jpeg,University of Sydney,Australia,76,26440,776
1184,16,Piet Demeester,https://s.research.com/images/cff99638d9b8291d5a2206b8d50a56170342013f-65x65.jpeg,Ghent University,Belgium,76,26013,1106
1185,648,Simon K. Warfield,https://s.research.com/images/f57e6022b2002c8edb9d571ba76fa87da2107441-65x65.jpeg,Boston Children's Hospital,United States,76,25840,422
1186,649,Gregg Rothermel,https://s.research.com/images/dc433b6957acb6833c17e3ce126e7c6c39a008bb-65x65.jpeg,North Carolina State University,United States,76,25668,202
1187,71,Marta Kwiatkowska,https://s.research.com/images/b10d4535378d9728051370f48b409c873be3172e-65x65.jpeg,University of Oxford,United Kingdom,76,25499,375
1188,650,Zicheng Liu,https://s.research.com/images/64a776d983254794cfa641442ddffb2410c08fb3-65x65.jpeg,Microsoft (United States),United States,76,25269,339
1189,20,Cuntai Guan,https://s.research.com/images/a47804d7722b95c9ae6561f6cb459cdbca0d6594-65x65.jpeg,Nanyang Technological University,Singapore,76,24715,412
1190,651,Shiwen Mao,https://s.research.com/images/a976468b82fe5f8f0c0228aa2e14a68b0dc4a4d6-65x65.jpeg,Auburn University,United States,76,24390,460
1191,152,Ji-Rong Wen,https://s.research.com/images/f15159710d3b0cd0c266979b540f81c3cff919f7-65x65.jpeg,Renmin University of China,China,76,24206,379
1192,652,David Eppstein,https://s.research.com/images/a8e8058e9b1ae69a10b8204ca66f1744b76e0f82-65x65.jpeg,"University of California, Irvine",United States,76,23816,481
1193,21,Yuval Elovici,https://s.research.com/images/87b2b5bc0761bc5ec33da6828b1d5c1b361d9611-65x65.jpeg,Ben-Gurion University of the Negev,Israel,76,23755,606
1194,9,Thomas Eiter,https://s.research.com/images/84a9365722ddfd64c103a61e2dc98468d0772bc0-65x65.jpeg,TU Wien,Austria,76,23440,489
1195,653,Yevgeniy Dodis,https://s.research.com/images/01e7de6e53bca78e2e3aea5a6a15ce2eea653472-65x65.jpeg,New York University,United States,76,23395,239
1196,38,Carl Gutwin,https://s.research.com/images/ecae66805b66bcd04e232ee4aabf81ef48a5d8b5-65x65.png,University of Saskatchewan,Canada,76,23391,347
1197,654,Carl-Fredrik Westin,https://s.research.com/images/4a7650ce51b1c7311126110d293ce27bb8bfca67-65x65.jpeg,Brigham and Women's Hospital,United States,76,23300,389
1198,4,Nadeem Javaid,https://s.research.com/images/46dd187e8762e7a62d445fbe14afcd607eda3220-65x65.jpeg,National Yunlin University of Science and Technology,Taiwan,76,23141,888
1199,655,Ruigang Yang,https://s.research.com/images/414df021bef9cab9dbd7ab307a2c91f6e0f75a6f-65x65.jpeg,University of Kentucky,United States,76,22916,281
1200,656,Yale N. Patt,https://s.research.com/images/809585d34f01e9985c86c7eff6823d51255b0097-65x65.gif,The University of Texas at Austin,United States,76,22891,297
1201,657,Kunle Olukotun,https://s.research.com/images/1894a7f848a55e8972787fed47216f21e324368e-65x65.jpeg,Stanford University,United States,76,22865,219
1202,658,Martin Rinard,https://s.research.com/images/f1e15edaf64a0de82938715f6ae9513a994d1e27-65x65.jpeg,MIT,United States,76,22651,385
1203,659,Steven M. Drucker,https://s.research.com/images/5f36327a712bee27172783518449a43d1b70b01e-65x65.jpeg,Microsoft (United States),United States,76,22608,270
1204,660,Rajesh Gupta,https://s.research.com/images/1379d9fb70dbc43c34f6318f4cdff697952bfc0e-65x65.jpeg,"University of California, San Diego",United States,76,22475,510
1205,50,Peter Sanders,https://s.research.com/images/24b4cef9a98903d80de40b2178cf14cb91e2a535-65x65.jpeg,Karlsruhe Institute of Technology,Germany,76,22046,499
1206,8,Preslav Nakov,https://s.research.com/images/c4f3b335188f43a554bf17a6418611040db97760-65x65.jpeg,Mohamed bin Zayed University of Artificial Intelligence,United Arab Emirates,76,22035,332
1207,661,Sandeep K. S. Gupta,https://s.research.com/images/a310ef3362354048fdbf000ac2bccf89c472beb4-65x65.jpeg,Arizona State University,United States,76,21404,572
1208,33,Renato Renner,https://s.research.com/images/c5daa6c9fd4ec7701eb9421eed21542559067c86-65x65.jpeg,ETH Zurich,Switzerland,76,20051,201
1209,153,De-Shuang Huang,https://s.research.com/images/8b540a5b8eb5d7e21dacb0ba60ca34054849502e-65x65.jpeg,Tongji University,China,76,19836,487
1210,662,Majid Sarrafzadeh,https://s.research.com/images/f37a9fe6106c9c314ce360593a9e42f23098d35d-65x65.jpeg,"University of California, Los Angeles",United States,76,18978,614
1211,14,Rocco Oliveto,https://s.research.com/images/5e6802448bef96837cf03170e0510a7636177bb5-65x65.jpeg,University of Molise,Italy,76,16106,236
1212,663,David S. Johnson,https://s.research.com/images/75ee6813942b9e9ba66bae7da4afc92a9097559c-65x65.jpeg,AT&T (United States),United States,75,153464,170
1213,664,Matei Zaharia,https://s.research.com/images/288aa0d76854e3d9812db56ac53ce4e3a20174af-65x65.jpeg,"University of California, Berkeley",United States,75,70104,208
1214,27,Zbigniew Michalewicz,https://s.research.com/images/6d3be71eeba55b4ebe3c0f7f626b79de602ef91a-65x65.jpeg,University of Adelaide,Australia,75,67392,303
